bat_landing_to_food,seconds_after_rat_arrival,risk,reward,month,hours_after_sunset,season
1.0,146,1,0,5,0.568611111,1
18.0,89,0,1,5,1.670555556,1
1.0,124,1,0,5,1.680277778,1
4.0,317,1,0,5,1.733888889,1
1.0,293,0,1,5,3.592777778,1
16.0,5,1,1,5,3.868611111,1
2.0,448,0,0,5,3.991666667,1
1.0,451,0,1,5,3.9925,1
13.0,453,1,0,5,8.133333333,1
1.0,566,1,0,5,8.164722222,1
1.0,625,0,1,5,8.181111111,1
20.0,137,1,0,5,8.500833333,1
14.0,264,1,0,5,2.595833333,1
15.0,90,1,0,5,3.425555556,1
23.0,44,1,0,5,3.522777778,1
1.0,62,0,1,5,4.048888889,1
1.0,116,1,0,5,6.581111111,1
3.0,118,1,0,5,6.581666667,1
16.0,202,1,0,5,6.605,1
27.0,210,1,0,5,6.607222222,1
0.092315438,270,1,0,5,6.623888889,1
16.0,657,1,0,5,6.731388889,1
5.0,783,1,0,5,6.766388889,1
12.0,377,1,1,5,7.871944444,1
1.0,536,0,1,5,8.258055556,1
1.0,557,1,0,5,8.263888889,1
2.0,581,0,1,5,8.270555556,1
12.0,721,1,0,5,8.309444444,1
1.0,733,0,1,5,8.312777778,1
3.0,737,0,1,5,8.313888889,1
1.0,935,0,1,5,8.368888889,1
1.0,737,0,1,5,9.717222222,1
5.0,756,1,0,5,9.7225,1
8.0,808,0,1,5,9.736944444,1
19.0,91,1,0,5,10.07083333,1
6.0,54,1,0,5,1.044166667,1
10.0,275,0,1,5,1.353055556,1
17.0,645,1,1,5,1.455833333,1
8.0,28,0,1,5,3.172777778,1
1.0,43,0,1,5,3.176944444,1
16.0,167,1,0,5,4.226111111,1
14.0,695,1,0,5,5.658888889,1
19.0,766,0,1,5,5.678611111,1
2.0,13,0,1,5,6.658055556,1
2.0,233,0,1,5,6.719166667,1
1.0,81,0,1,5,7.392222222,1
1.0,179,1,0,5,8.043888889,1
18.0,237,1,0,5,8.06,1
1.0,790,1,0,5,-0.1675,1
4.0,930,1,0,5,-0.128611111,1
2.0,43,1,0,5,0.949166667,1
0.042337019,40,1,0,5,1.61,1
22.0,200,1,1,5,4.460277778,1
5.0,153,1,0,5,4.833888889,1
18.0,764,1,0,5,5.003611111,1
20.0,774,1,0,5,5.006388889,1
0.018395555,9,1,0,5,6.598055556,1
4.0,385,0,1,5,6.7025,1
11.0,505,1,0,5,6.735833333,1
4.0,519,0,1,5,6.739722222,1
10.0,555,0,1,5,6.749722222,1
10.0,142,1,0,5,7.604722222,1
1.0,164,0,1,5,7.610833333,1
5.0,248,0,1,5,7.634166667,1
0.062233499,547,0,1,5,7.717222222,1
6.0,593,1,1,5,7.73,1
8.0,620,0,1,5,7.7375,1
5.0,636,1,0,5,7.741944444,1
8.0,810,1,0,5,7.790277778,1
4.0,23,1,0,5,7.981388889,1
2.0,224,1,0,5,8.933333333,1
1.0,275,0,1,5,8.9475,1
22.0,310,0,1,5,8.957222222,1
2.0,339,0,1,5,4.498888889,1
